iteration;BEGIN iteration;BEGIN iterationStartsListeners;END iterationStartsListeners;BEGIN replanning;END replanning;BEGIN beforeMobsimListeners;BEGIN dump all plans;END dump all plans;END beforeMobsimListeners;BEGIN prepareForMobsim;END prepareForMobsim;BEGIN mobsim;END mobsim;BEGIN afterMobsimListeners;END afterMobsimListeners;BEGIN scoring;END scoring;BEGIN iterationEndsListeners;END iterationEndsListeners;END iteration;;iterationStartsListeners;replanning;dump all plans;beforeMobsimListeners;prepareForMobsim;mobsim;afterMobsimListeners;scoring;iterationEndsListeners;iteration
569;14:28:07;14:28:07;14:28:07;14:28:07;14:28:07;14:28:07;;;14:28:07;14:28:07;14:28:07;14:28:07;14:28:07;14:28:07;14:28:07;14:28:07;14:28:07;14:28:07;14:28:07;14:28:07;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
570;14:28:07;14:28:07;14:28:07;14:28:07;14:28:07;14:28:07;;;14:28:07;14:28:07;14:28:07;14:28:07;14:28:07;14:28:07;14:28:07;14:28:07;14:28:07;14:28:07;14:28:07;14:28:07;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
571;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;;;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
572;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;;;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
573;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;;;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:08;14:28:09;14:28:09;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
574;14:28:09;14:28:09;14:28:09;14:28:09;14:28:09;14:28:09;;;14:28:09;14:28:09;14:28:09;14:28:09;14:28:09;14:28:09;14:28:09;14:28:09;14:28:09;14:28:09;14:28:09;14:28:09;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
575;14:28:09;14:28:09;14:28:09;14:28:09;14:28:09;14:28:09;;;14:28:09;14:28:09;14:28:09;14:28:09;14:28:09;14:28:09;14:28:09;14:28:09;14:28:09;14:28:09;14:28:09;14:28:09;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
576;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;;;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
577;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;;;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
578;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;;;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:10;14:28:11;14:28:11;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
579;14:28:11;14:28:11;14:28:11;14:28:11;14:28:11;14:28:11;;;14:28:11;14:28:11;14:28:11;14:28:11;14:28:11;14:28:11;14:28:11;14:28:11;14:28:11;14:28:11;14:28:11;14:28:11;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
580;14:28:11;14:28:11;14:28:11;14:28:11;14:28:11;14:28:11;;;14:28:11;14:28:11;14:28:11;14:28:11;14:28:11;14:28:11;14:28:11;14:28:11;14:28:11;14:28:11;14:28:11;14:28:11;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
581;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;;;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
582;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;;;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
583;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;;;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:12;14:28:13;14:28:13;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
584;14:28:13;14:28:13;14:28:13;14:28:13;14:28:13;14:28:13;;;14:28:13;14:28:13;14:28:13;14:28:13;14:28:13;14:28:13;14:28:13;14:28:13;14:28:13;14:28:13;14:28:13;14:28:13;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
585;14:28:13;14:28:13;14:28:13;14:28:13;14:28:13;14:28:13;;;14:28:13;14:28:13;14:28:13;14:28:13;14:28:13;14:28:13;14:28:13;14:28:13;14:28:13;14:28:13;14:28:13;14:28:13;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
586;14:28:14;14:28:14;14:28:14;14:28:14;14:28:14;14:28:14;;;14:28:14;14:28:14;14:28:14;14:28:14;14:28:14;14:28:14;14:28:14;14:28:14;14:28:14;14:28:14;14:28:14;14:28:14;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
587;14:28:14;14:28:14;14:28:14;14:28:14;14:28:14;14:28:14;;;14:28:14;14:28:14;14:28:14;14:28:14;14:28:14;14:28:14;14:28:14;14:28:14;14:28:14;14:28:14;14:28:14;14:28:14;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
588;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;;;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
589;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;;;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
590;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;;;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:15;14:28:16;14:28:16;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
591;14:28:16;14:28:16;14:28:16;14:28:16;14:28:16;14:28:16;;;14:28:16;14:28:16;14:28:16;14:28:16;14:28:16;14:28:16;14:28:16;14:28:16;14:28:16;14:28:16;14:28:16;14:28:16;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
592;14:28:16;14:28:16;14:28:16;14:28:16;14:28:16;14:28:16;;;14:28:16;14:28:16;14:28:16;14:28:16;14:28:16;14:28:16;14:28:16;14:28:16;14:28:16;14:28:16;14:28:16;14:28:16;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
593;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;;;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
594;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;;;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
595;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;;;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:17;14:28:18;14:28:18;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
596;14:28:18;14:28:18;14:28:18;14:28:18;14:28:18;14:28:18;;;14:28:18;14:28:18;14:28:18;14:28:18;14:28:18;14:28:18;14:28:18;14:28:18;14:28:18;14:28:18;14:28:18;14:28:18;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
597;14:28:18;14:28:18;14:28:18;14:28:18;14:28:18;14:28:18;;;14:28:18;14:28:18;14:28:18;14:28:18;14:28:18;14:28:18;14:28:18;14:28:18;14:28:18;14:28:18;14:28:18;14:28:18;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
598;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;;;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
599;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;;;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
600;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:19;14:28:20;14:28:20;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
601;14:28:20;14:28:20;14:28:20;14:28:20;14:28:20;14:28:20;;;14:28:20;14:28:20;14:28:20;14:28:20;14:28:20;14:28:20;14:28:20;14:28:20;14:28:20;14:28:20;14:28:20;14:28:20;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
602;14:28:20;14:28:20;14:28:20;14:28:20;14:28:20;14:28:20;;;14:28:20;14:28:20;14:28:20;14:28:20;14:28:20;14:28:20;14:28:20;14:28:20;14:28:20;14:28:20;14:28:21;14:28:21;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
603;14:28:21;14:28:21;14:28:21;14:28:21;14:28:21;14:28:21;;;14:28:21;14:28:21;14:28:21;14:28:21;14:28:21;14:28:21;14:28:21;14:28:21;14:28:21;14:28:21;14:28:21;14:28:21;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
604;14:28:21;14:28:21;14:28:21;14:28:21;14:28:21;14:28:21;;;14:28:21;14:28:21;14:28:21;14:28:21;14:28:21;14:28:21;14:28:21;14:28:21;14:28:21;14:28:21;14:28:21;14:28:21;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
605;14:28:22;14:28:22;14:28:22;14:28:22;14:28:22;14:28:22;;;14:28:22;14:28:22;14:28:22;14:28:22;14:28:22;14:28:22;14:28:22;14:28:22;14:28:22;14:28:22;14:28:22;14:28:22;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
606;14:28:22;14:28:22;14:28:22;14:28:22;14:28:22;14:28:22;;;14:28:22;14:28:22;14:28:22;14:28:22;14:28:22;14:28:22;14:28:22;14:28:22;14:28:22;14:28:22;14:28:22;14:28:22;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
607;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;;;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
608;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;;;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
609;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;;;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;14:28:23;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
610;14:28:24;14:28:24;14:28:24;14:28:24;14:28:24;14:28:24;;;14:28:24;14:28:24;14:28:24;14:28:24;14:28:24;14:28:24;14:28:24;14:28:24;14:28:24;14:28:24;14:28:24;14:28:24;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
611;14:28:24;14:28:24;14:28:24;14:28:24;14:28:24;14:28:24;;;14:28:24;14:28:24;14:28:24;14:28:24;14:28:24;14:28:24;14:28:24;14:28:24;14:28:24;14:28:24;14:28:24;14:28:24;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
612;14:28:25;14:28:25;14:28:25;14:28:25;14:28:25;14:28:25;;;14:28:25;14:28:25;14:28:25;14:28:25;14:28:25;14:28:25;14:28:25;14:28:25;14:28:25;14:28:25;14:28:25;14:28:25;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
613;14:28:25;14:28:25;14:28:25;14:28:25;14:28:25;14:28:25;;;14:28:25;14:28:25;14:28:25;14:28:25;14:28:25;14:28:25;14:28:25;14:28:25;14:28:25;14:28:25;14:28:25;14:28:25;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
614;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;;;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
615;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;;;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
616;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;;;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;14:28:26;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
617;14:28:27;14:28:27;14:28:27;14:28:27;14:28:27;14:28:27;;;14:28:27;14:28:27;14:28:27;14:28:27;14:28:27;14:28:27;14:28:27;14:28:27;14:28:27;14:28:27;14:28:27;14:28:27;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
618;14:28:27;14:28:27;14:28:27;14:28:27;14:28:27;14:28:27;;;14:28:27;14:28:27;14:28:27;14:28:27;14:28:27;14:28:27;14:28:27;14:28:27;14:28:27;14:28:27;14:28:27;14:28:27;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
619;14:28:28;14:28:28;14:28:28;14:28:28;14:28:28;14:28:28;;;14:28:28;14:28:28;14:28:28;14:28:28;14:28:28;14:28:28;14:28:28;14:28:28;14:28:28;14:28:28;14:28:28;14:28:28;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
620;14:28:28;14:28:28;14:28:28;14:28:28;14:28:28;14:28:28;;;14:28:28;14:28:28;14:28:28;14:28:28;14:28:28;14:28:28;14:28:28;14:28:28;14:28:28;14:28:28;14:28:28;14:28:28;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
621;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;;;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
622;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;;;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
623;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;;;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:29;14:28:30;14:28:30;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
624;14:28:30;14:28:30;14:28:30;14:28:30;14:28:30;14:28:30;;;14:28:30;14:28:30;14:28:30;14:28:30;14:28:30;14:28:30;14:28:30;14:28:30;14:28:30;14:28:30;14:28:30;14:28:30;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
625;14:28:30;14:28:30;14:28:30;14:28:30;14:28:30;14:28:30;;;14:28:30;14:28:30;14:28:30;14:28:30;14:28:30;14:28:30;14:28:30;14:28:30;14:28:30;14:28:30;14:28:30;14:28:30;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
626;14:28:31;14:28:31;14:28:31;14:28:31;14:28:31;14:28:31;;;14:28:31;14:28:31;14:28:31;14:28:31;14:28:31;14:28:31;14:28:31;14:28:31;14:28:31;14:28:31;14:28:31;14:28:31;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
627;14:28:31;14:28:31;14:28:31;14:28:31;14:28:31;14:28:31;;;14:28:31;14:28:31;14:28:31;14:28:31;14:28:31;14:28:31;14:28:31;14:28:31;14:28:31;14:28:31;14:28:31;14:28:31;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
628;14:28:32;14:28:32;14:28:32;14:28:32;14:28:32;14:28:32;;;14:28:32;14:28:32;14:28:32;14:28:32;14:28:32;14:28:32;14:28:32;14:28:32;14:28:32;14:28:32;14:28:32;14:28:32;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
629;14:28:32;14:28:32;14:28:32;14:28:32;14:28:32;14:28:32;;;14:28:32;14:28:32;14:28:32;14:28:32;14:28:32;14:28:32;14:28:32;14:28:32;14:28:32;14:28:32;14:28:32;14:28:32;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
630;14:28:33;14:28:33;14:28:33;14:28:33;14:28:33;14:28:33;;;14:28:33;14:28:33;14:28:33;14:28:33;14:28:33;14:28:33;14:28:33;14:28:33;14:28:33;14:28:33;14:28:33;14:28:33;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
631;14:28:33;14:28:33;14:28:33;14:28:33;14:28:33;14:28:33;;;14:28:33;14:28:33;14:28:33;14:28:33;14:28:33;14:28:33;14:28:33;14:28:33;14:28:33;14:28:33;14:28:33;14:28:33;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
632;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;;;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
633;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;;;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
634;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;;;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:34;14:28:35;14:28:35;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
635;14:28:35;14:28:35;14:28:35;14:28:35;14:28:35;14:28:35;;;14:28:35;14:28:35;14:28:35;14:28:35;14:28:35;14:28:35;14:28:35;14:28:35;14:28:35;14:28:35;14:28:35;14:28:35;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
636;14:28:35;14:28:35;14:28:35;14:28:35;14:28:35;14:28:35;;;14:28:35;14:28:35;14:28:35;14:28:35;14:28:35;14:28:35;14:28:35;14:28:35;14:28:35;14:28:35;14:28:35;14:28:35;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
637;14:28:36;14:28:36;14:28:36;14:28:36;14:28:36;14:28:36;;;14:28:36;14:28:36;14:28:36;14:28:36;14:28:36;14:28:36;14:28:36;14:28:36;14:28:36;14:28:36;14:28:36;14:28:36;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
638;14:28:36;14:28:36;14:28:36;14:28:36;14:28:36;14:28:36;;;14:28:36;14:28:36;14:28:36;14:28:36;14:28:36;14:28:36;14:28:36;14:28:36;14:28:36;14:28:36;14:28:36;14:28:36;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
639;14:28:37;14:28:37;14:28:37;14:28:37;14:28:37;14:28:37;;;14:28:37;14:28:37;14:28:37;14:28:37;14:28:37;14:28:37;14:28:37;14:28:37;14:28:37;14:28:37;14:28:37;14:28:37;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
640;14:28:37;14:28:37;14:28:37;14:28:37;14:28:37;14:28:37;;;14:28:37;14:28:37;14:28:37;14:28:37;14:28:37;14:28:37;14:28:37;14:28:37;14:28:37;14:28:37;14:28:37;14:28:37;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
641;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;;;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
642;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;;;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
643;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;;;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:38;14:28:39;14:28:39;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
644;14:28:39;14:28:39;14:28:39;14:28:39;14:28:39;14:28:39;;;14:28:39;14:28:39;14:28:39;14:28:39;14:28:39;14:28:39;14:28:39;14:28:39;14:28:39;14:28:39;14:28:39;14:28:39;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
645;14:28:39;14:28:39;14:28:39;14:28:39;14:28:39;14:28:39;;;14:28:39;14:28:39;14:28:39;14:28:39;14:28:39;14:28:39;14:28:39;14:28:39;14:28:39;14:28:39;14:28:39;14:28:39;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
646;14:28:40;14:28:40;14:28:40;14:28:40;14:28:40;14:28:40;;;14:28:40;14:28:40;14:28:40;14:28:40;14:28:40;14:28:40;14:28:40;14:28:40;14:28:40;14:28:40;14:28:40;14:28:40;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
647;14:28:40;14:28:40;14:28:40;14:28:40;14:28:40;14:28:40;;;14:28:40;14:28:40;14:28:40;14:28:40;14:28:40;14:28:40;14:28:40;14:28:40;14:28:40;14:28:40;14:28:40;14:28:40;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
648;14:28:41;14:28:41;14:28:41;14:28:41;14:28:41;14:28:41;;;14:28:41;14:28:41;14:28:41;14:28:41;14:28:41;14:28:41;14:28:41;14:28:41;14:28:41;14:28:41;14:28:41;14:28:41;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
649;14:28:41;14:28:41;14:28:41;14:28:41;14:28:41;14:28:41;;;14:28:41;14:28:41;14:28:41;14:28:41;14:28:41;14:28:41;14:28:41;14:28:41;14:28:41;14:28:41;14:28:41;14:28:41;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
