iteration;BEGIN iteration;BEGIN iterationStartsListeners;END iterationStartsListeners;BEGIN replanning;END replanning;BEGIN beforeMobsimListeners;BEGIN dump all plans;END dump all plans;END beforeMobsimListeners;BEGIN prepareForMobsim;END prepareForMobsim;BEGIN mobsim;END mobsim;BEGIN afterMobsimListeners;END afterMobsimListeners;BEGIN scoring;END scoring;BEGIN iterationEndsListeners;END iterationEndsListeners;END iteration;;iterationStartsListeners;replanning;dump all plans;beforeMobsimListeners;prepareForMobsim;mobsim;afterMobsimListeners;scoring;iterationEndsListeners;iteration
460;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;;;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:30;14:27:30;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
461;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;;;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
462;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;;;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
463;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;;;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:30;14:27:31;14:27:31;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
464;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;;;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
465;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;;;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
466;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;;;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;14:27:31;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
467;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;;;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
468;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;;;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
469;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;;;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;14:27:32;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
470;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;;;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
471;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;;;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
472;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;;;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
473;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;;;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:33;14:27:34;14:27:34;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
